ID;IMPORTO;SOGGETTO;BENEFICIARIO;TIPO
4969;34760;635;39;assegno
4970;775;199;;carta di credito
4971;782;745;29;contante
4972;676;852;;carta di credito
4973;2687;108;314;bonifico
4974;305;194;866;contante
4975;29380;443;266;bonifico
4976;10915;749;528;assegno
4977;14445;551;781;bonifico
4978;26509;99;821;assegno
4979;68700;158;759;assegno
4980;1039;170;;carta di credito
4981;1315;887;;carta di credito
4982;17244;364;888;assegno
4983;12140;656;406;assegno
4984;190;505;183;contante
4985;18185;801;107;bonifico
4986;400;798;;carta di credito
4987;19015;580;116;bonifico
4988;20015;758;632;bonifico
4989;4390;233;508;bonifico
4990;27135;725;931;assegno
4991;1705;655;;carta di credito
4992;19055;783;610;bonifico
4993;250;141;;carta di credito
4994;5870;460;209;assegno
4995;815;275;;carta di credito
4996;2265;764;369;assegno
4997;295;695;769;contante
4998;22270;734;135;assegno
4999;13185;609;525;bonifico
5000;8495;577;364;bonifico
5001;32035;624;842;bonifico
5002;835;435;;carta di credito
5003;260;588;441;contante
5004;17955;398;667;bonifico
5005;10270;416;577;bonifico
5006;27320;655;740;assegno
5007;871;609;;carta di credito
5008;19830;420;460;assegno
5009;5220;670;417;assegno
5010;986;640;;carta di credito
5011;8985;989;237;bonifico
5012;30615;85;23;assegno
5013;615;316;;carta di credito
5014;8910;803;256;bonifico
5015;6495;399;24;bonifico
5016;380;747;942;contante
5017;7350;257;676;bonifico
5018;255;493;;carta di credito
5019;810;957;;carta di credito
5020;18760;747;148;bonifico
5021;245;934;;carta di credito
5022;12509;871;921;assegno
5023;7455;859;50;bonifico
5024;14635;790;108;bonifico
5025;22965;788;814;assegno
5026;33607;728;50;assegno
5027;19765;630;930;assegno
5028;135;612;397;contante
5029;705;865;;carta di credito
5030;780;764;;carta di credito
5031;14850;134;471;bonifico
5032;14637;834;726;assegno
5033;240;507;902;contante
5034;29647;580;822;assegno
5035;20005;856;519;assegno
5036;19220;750;256;bonifico
5037;17545;170;79;assegno
5038;32880;74;784;bonifico
5039;17705;587;675;bonifico
5040;24395;568;283;bonifico
5041;575;408;;carta di credito
5042;30320;601;641;assegno
5043;1113;609;;carta di credito
5044;255;592;946;contante
5045;500;56;;carta di credito
5046;265;346;;carta di credito
5047;175;213;888;contante
5048;12535;330;358;assegno
5049;6720;158;604;bonifico
5050;14343;464;817;assegno
5051;1070;787;921;assegno
5052;6899;839;909;assegno
5053;4825;744;928;assegno
5054;58540;674;330;bonifico
5055;42515;88;177;assegno
5056;24835;906;652;assegno
5057;14240;559;277;assegno
5058;16690;50;687;bonifico
5059;11520;472;717;assegno
5060;5000;134;409;bonifico
5061;41305;519;651;assegno
5062;12895;770;55;bonifico
5063;22095;473;240;bonifico
5064;565;30;;carta di credito
5065;8400;390;373;bonifico
5066;14505;248;815;bonifico
5067;670;725;;carta di credito
5068;170;593;;carta di credito
5069;18665;912;552;bonifico
5070;1575;16;91;bonifico
5071;6365;51;623;bonifico
5072;340;908;118;contante
5073;1290;475;;carta di credito
5074;9819;739;97;assegno
5075;9365;558;248;bonifico
5076;7720;153;829;bonifico
5077;9550;217;829;bonifico
5078;34090;443;301;assegno
5079;36011;966;603;assegno
5080;1343;234;238;bonifico
5081;17185;20;39;assegno
5082;33615;946;738;bonifico
5083;32150;719;871;bonifico
5084;245;250;964;contante
5085;21260;880;875;assegno
5086;575;258;;carta di credito
5087;2837;290;976;bonifico
5088;595;527;;carta di credito
5089;1225;571;;carta di credito
5090;50335;263;889;assegno
5091;24100;55;484;assegno
5092;14110;38;913;assegno
5093;425;891;;carta di credito
5094;6184;368;981;bonifico
5095;35885;726;670;bonifico
5096;4735;541;901;bonifico
5097;3610;811;981;bonifico
5098;12940;858;772;assegno
5099;7575;175;690;bonifico
5100;135;156;;carta di credito
5101;2035;136;705;assegno
5102;855;444;;carta di credito
5103;22015;661;89;assegno
5104;27500;88;50;assegno
5105;9005;410;727;bonifico
5106;51660;121;151;assegno
5107;30410;261;331;bonifico
5108;4259;946;527;bonifico
5109;26460;200;12;assegno
5110;30775;417;521;bonifico
5111;55090;755;323;assegno
5112;8893;611;943;bonifico
5113;9970;202;715;bonifico
5114;395;179;108;contante
5115;186;546;;carta di credito
5116;9563;368;193;bonifico
5117;2590;263;751;bonifico
5118;273;175;;carta di credito
5119;520;534;730;contante
5120;1085;134;;carta di credito
5121;6675;603;911;bonifico
5122;31385;317;29;bonifico
5123;480;768;;carta di credito
5124;33450;800;712;assegno
5125;250;898;214;contante
5126;26900;325;841;bonifico
5127;9795;521;432;assegno
5128;18452;665;568;bonifico
5129;13225;132;977;assegno
5130;645;123;;carta di credito
5131;7239;194;889;bonifico
5132;2295;229;;carta di credito
5133;1248;176;;carta di credito
5134;26801;88;339;bonifico
5135;18330;648;780;assegno
5136;320;812;762;contante
5137;7415;327;969;assegno
5138;8500;964;127;assegno
5139;12085;527;14;assegno
5140;11515;947;554;bonifico
5141;630;525;;carta di credito
5142;5890;711;938;bonifico
5143;635;710;;carta di credito
5144;14815;330;590;assegno
5145;38080;246;484;assegno
5146;37170;36;616;assegno
5147;28065;321;198;assegno
5148;868;678;;carta di credito
5149;10075;152;603;assegno
5150;183;873;;carta di credito
5151;11640;129;949;bonifico
5152;4455;362;2;assegno
5153;33335;534;371;bonifico
5154;7885;595;894;bonifico
5155;9004;261;759;bonifico
5156;422;747;;carta di credito
5157;985;158;;carta di credito
5158;17940;63;857;bonifico
5159;10790;283;593;assegno
5160;13830;877;305;assegno
5161;17105;368;510;bonifico
5162;8250;460;615;bonifico
5163;58766;378;649;assegno
5164;285;450;;carta di credito
5165;4120;125;40;assegno
5166;780;538;;carta di credito
5167;17985;856;84;bonifico
5168;7065;592;967;assegno
5169;17250;549;528;bonifico
5170;300;917;805;contante
5171;2260;181;244;bonifico
5172;28255;199;601;bonifico
5173;37800;1;594;bonifico
5174;16639;719;403;assegno
5175;10400;730;920;bonifico
5176;10006;382;590;bonifico
5177;363;709;589;contante
5178;2970;962;380;assegno
5179;23175;907;638;bonifico
5180;16050;772;748;bonifico
5181;8560;525;780;bonifico
5182;1655;435;;carta di credito
5183;145;139;;carta di credito
5184;980;103;;carta di credito
5185;11954;949;435;assegno
5186;17885;453;651;bonifico
5187;360;564;490;contante
5188;580;88;;carta di credito
5189;8610;902;736;bonifico
5190;18836;128;856;assegno
5191;115;606;;carta di credito
5192;1450;929;;carta di credito
5193;28555;789;947;bonifico
5194;20000;282;424;assegno
5195;4095;516;585;bonifico
5196;34985;882;4;bonifico
5197;2400;455;752;bonifico
5198;14057;159;183;bonifico
5199;490;450;;carta di credito
5200;875;532;;carta di credito
5201;16235;819;400;assegno
5202;24519;378;387;assegno
5203;1180;156;;carta di credito
5204;800;442;;carta di credito
5205;560;688;;carta di credito
5206;6161;294;868;bonifico
5207;4960;620;174;assegno
5208;4036;129;289;assegno
5209;12470;933;506;bonifico
5210;27435;409;620;bonifico
5211;215;666;;carta di credito
5212;1200;437;151;bonifico
5213;235;745;331;contante
5214;25865;990;803;bonifico
5215;26255;292;139;bonifico
5216;23310;661;650;bonifico
5217;25520;645;782;bonifico
5218;48415;956;996;bonifico
5219;650;987;;carta di credito
5220;13835;508;971;assegno
5221;60800;592;778;bonifico
5222;180;642;596;contante
5223;450;220;;carta di credito
5224;67810;956;599;assegno
5225;9113;2;137;bonifico
5226;13685;966;445;bonifico
5227;15855;923;243;bonifico
5228;23630;40;589;bonifico
5229;6335;121;1000;bonifico
5230;19600;749;178;bonifico
5231;415;162;;carta di credito
5232;16585;702;845;assegno
5233;3550;40;965;bonifico
5234;23750;548;440;bonifico
5235;13160;823;561;bonifico
5236;16175;340;521;assegno
5237;1205;470;;carta di credito
5238;5311;899;394;bonifico
5239;56515;823;256;bonifico
5240;32215;460;956;bonifico
5241;345;891;;carta di credito
5242;235;248;;carta di credito
5243;39270;851;443;bonifico
5244;425;484;;carta di credito
5245;16225;868;88;bonifico
5246;14610;646;879;assegno
5247;405;398;327;contante
5248;1210;51;;carta di credito
5249;4200;243;374;bonifico
5250;200;303;;carta di credito
5251;22523;743;84;assegno
5252;47870;835;309;bonifico
5253;965;669;;carta di credito
5254;48130;271;963;assegno
5255;9533;809;61;assegno
5256;294;847;;carta di credito
5257;24580;461;991;bonifico
5258;435;77;7;contante
5259;26735;781;149;assegno
5260;275;237;;carta di credito
5261;325;491;;carta di credito
5262;13085;877;701;bonifico
5263;53445;334;875;bonifico
5264;36500;798;970;assegno
5265;8090;444;742;assegno
5266;19220;903;958;assegno
5267;19150;70;947;bonifico
5268;7095;286;471;bonifico
5269;559;888;;carta di credito
5270;40450;585;77;assegno
5271;320;397;417;contante
5272;12170;51;885;assegno
5273;885;534;;carta di credito
5274;12950;804;842;assegno
5275;265;955;385;contante
5276;995;521;;carta di credito
5277;24126;517;815;assegno
5278;12790;318;336;assegno
5279;31470;782;616;bonifico
5280;22165;609;864;assegno
5281;23615;390;625;bonifico
5282;3520;468;276;bonifico
5283;432;18;840;contante
5284;14225;862;664;assegno
5285;750;373;;carta di credito
5286;4690;982;778;bonifico
5287;21633;41;594;bonifico
5288;700;530;;carta di credito
5289;47595;977;112;bonifico
5290;9749;791;827;assegno
5291;6220;865;410;bonifico
5292;11850;847;571;bonifico
5293;11960;475;180;bonifico
5294;835;760;223;contante
5295;8405;708;986;bonifico
5296;24075;991;973;bonifico
5297;3730;303;605;bonifico
5298;30965;572;823;assegno
5299;480;41;;carta di credito
5300;2445;121;263;assegno
5301;16582;556;17;assegno
5302;25150;152;487;assegno
5303;11430;685;452;bonifico
5304;303;344;;carta di credito
5305;29210;435;420;assegno
5306;225;597;798;contante
5307;27330;924;890;assegno
5308;14120;70;285;bonifico
5309;36299;535;379;bonifico
5310;5991;189;28;bonifico
5311;175;621;164;contante
5312;140;839;715;contante
5313;11700;66;97;assegno
5314;7905;816;429;bonifico
5315;235;218;915;contante
5316;7520;752;937;bonifico
5317;275;695;;carta di credito
5318;57955;107;830;assegno
5319;2027;43;452;assegno
5320;250;884;;carta di credito
5321;315;979;739;contante
5322;4695;109;548;assegno
5323;66860;744;366;bonifico
5324;4016;163;596;bonifico
5325;505;803;;carta di credito
5326;10905;551;808;assegno
5327;320;9;239;contante
5328;9020;378;154;assegno
5329;22200;902;441;bonifico
5330;9170;601;8;bonifico
5331;17295;828;305;bonifico
5332;940;254;;carta di credito
5333;23610;701;510;bonifico
5334;14460;726;518;bonifico
5335;35625;316;647;assegno
5336;10345;298;86;assegno
5337;17075;108;665;assegno
5338;10200;680;823;assegno
5339;330;801;;carta di credito
5340;487;907;719;contante
5341;50225;307;660;assegno
5342;29585;532;161;bonifico
5343;3487;919;978;bonifico
5344;39465;2;804;assegno
5345;12745;663;384;assegno
5346;16785;749;32;bonifico
5347;26320;173;791;assegno
5348;215;91;807;contante
5349;7200;688;406;assegno
5350;1550;363;685;bonifico
5351;945;858;;carta di credito
5352;16860;308;83;assegno
5353;687;220;;carta di credito
5354;329;884;60;contante
5355;925;587;;carta di credito
5356;9015;459;192;assegno
5357;52240;656;947;bonifico
5358;220;300;642;contante
5359;750;291;;carta di credito
5360;14960;772;215;assegno
5361;17433;624;748;bonifico
5362;195;48;836;contante
5363;9830;116;636;bonifico
5364;10100;737;305;bonifico
5365;245;642;774;contante
5366;25680;801;724;assegno
5367;37967;101;724;bonifico
5368;1682;814;371;bonifico
5369;38345;497;553;assegno
5370;355;902;950;contante
5371;8305;34;205;bonifico
5372;4780;736;902;bonifico
5373;12955;64;814;assegno
5374;42460;484;363;bonifico
5375;475;757;;carta di credito
5376;190;621;;carta di credito
5377;7755;422;979;assegno
5378;8235;285;554;assegno
5379;280;612;803;contante
5380;20600;872;245;assegno
5381;3346;804;743;assegno
5382;9545;45;333;bonifico
5383;26440;106;455;assegno
5384;23580;414;955;bonifico
5385;445;150;365;contante
5386;19805;779;893;bonifico
5387;10140;43;463;assegno
5388;48410;957;441;assegno
5389;51100;971;233;assegno
5390;10425;450;330;bonifico
5391;22160;675;510;bonifico
5392;3425;645;392;bonifico
5393;17475;662;402;bonifico
5394;1185;110;;carta di credito
5395;270;620;452;contante
5396;229;405;;carta di credito
5397;10050;347;88;assegno
5398;50980;531;188;assegno
5399;23925;655;328;assegno
5400;21050;471;626;assegno
5401;595;306;;carta di credito
5402;415;893;;carta di credito
5403;12560;886;419;bonifico
5404;9940;627;145;assegno
5405;17140;417;371;bonifico
5406;26140;535;973;assegno
5407;20210;99;384;assegno
5408;10850;330;863;bonifico
5409;34100;213;104;bonifico
5410;780;578;;carta di credito
5411;37645;739;877;bonifico
5412;7617;356;750;assegno
5413;26671;505;193;assegno
5414;25120;625;347;assegno
5415;34580;546;262;assegno
5416;14215;865;913;bonifico
5417;43332;115;583;bonifico
5418;13328;765;428;bonifico
5419;22375;877;5;bonifico
5420;435;696;;carta di credito
5421;31272;261;887;bonifico
5422;49645;575;650;assegno
5423;26325;823;76;bonifico
5424;8525;244;913;assegno
5425;160;656;786;contante
5426;36830;111;836;bonifico
5427;13605;414;736;assegno
5428;10325;249;362;assegno
5429;22565;855;635;bonifico
5430;27480;860;888;bonifico
5431;335;168;4;contante
5432;59110;706;574;assegno
5433;30300;927;116;bonifico
5434;3415;368;854;assegno
5435;20045;598;244;bonifico
5436;6690;159;380;bonifico
5437;16825;956;844;bonifico
5438;6395;216;884;assegno
5439;2120;696;;carta di credito
5440;29072;766;123;assegno
5441;13810;116;599;bonifico
5442;9630;386;848;bonifico
5443;7765;307;147;assegno
5444;58680;840;842;bonifico
5445;49463;313;734;assegno
5446;30214;560;664;assegno
5447;13860;211;533;bonifico
5448;328;478;809;contante
5449;15190;505;263;bonifico
5450;240;639;653;contante
5451;555;123;;carta di credito
5452;1430;824;744;assegno
5453;210;351;308;contante
5454;140;46;478;contante
5455;32540;331;469;bonifico
5456;22980;10;880;bonifico
5457;1240;937;;carta di credito
5458;20255;268;199;bonifico
5459;3400;506;720;bonifico
5460;33050;561;850;bonifico
5461;20960;95;250;bonifico
5462;580;621;;carta di credito
5463;31585;570;175;assegno
5464;2030;111;842;bonifico
5465;1390;382;;carta di credito
5466;25140;692;225;bonifico
5467;1860;233;512;bonifico
5468;4129;59;94;bonifico
5469;31385;557;506;assegno
5470;14710;722;299;assegno
5471;8670;660;742;assegno
5472;1000;728;873;contante
5473;15455;685;722;assegno
5474;16751;342;838;bonifico
5475;3475;450;743;bonifico
5476;2300;729;518;assegno
5477;25635;546;909;bonifico
5478;106;158;;carta di credito
5479;160;110;509;contante
5480;17807;444;196;bonifico
5481;55650;402;130;assegno
5482;249;353;;carta di credito
5483;15240;125;268;assegno
5484;18225;563;127;assegno
5485;980;76;;carta di credito
5486;17775;340;828;bonifico
5487;27995;665;972;assegno
5488;10360;620;291;bonifico
5489;40070;185;450;bonifico
5490;18625;441;591;bonifico
5491;15690;266;697;assegno
5492;1280;889;599;bonifico
5493;330;824;800;contante
5494;13640;658;355;bonifico
5495;955;484;;carta di credito
5496;32250;619;328;assegno
5497;11400;469;428;assegno
5498;22745;467;135;bonifico
5499;31820;483;212;bonifico
5500;21140;888;815;bonifico
5501;26627;767;35;bonifico
5502;34536;979;975;bonifico
5503;17521;139;885;bonifico
5504;13085;200;112;bonifico
5505;29180;777;878;bonifico
5506;390;852;;carta di credito
5507;7925;404;747;assegno
5508;27580;701;503;assegno
5509;1205;842;;carta di credito
5510;8765;2;393;assegno
5511;30894;257;933;assegno
5512;650;595;;carta di credito
5513;4731;68;970;bonifico
5514;44247;172;225;assegno
5515;26705;982;61;assegno
5516;15255;618;7;assegno
5517;7765;202;941;bonifico
5518;1125;142;;carta di credito
5519;11380;367;475;assegno
5520;300;839;;carta di credito
5521;10145;944;870;bonifico
5522;595;816;;carta di credito
5523;7846;530;517;bonifico
5524;23145;530;676;assegno
5525;22615;856;938;assegno
5526;7645;236;469;bonifico
5527;285;803;240;contante
5528;21070;490;241;assegno
5529;10922;841;264;bonifico
5530;8985;86;510;assegno
5531;8415;48;247;assegno
5532;890;5;;carta di credito
5533;16420;342;674;bonifico
5534;58360;395;801;bonifico
5535;550;660;;carta di credito
5536;26747;36;904;bonifico
5537;765;868;;carta di credito
5538;10345;866;375;assegno
5539;17695;568;61;bonifico
5540;8100;38;596;assegno
5541;4265;249;421;assegno
5542;49840;747;555;assegno
5543;1185;401;887;assegno
5544;32119;448;255;bonifico
5545;435;202;83;contante
5546;27366;447;984;bonifico
5547;505;135;9;contante
5548;805;553;;carta di credito
5549;5880;330;110;bonifico
5550;360;955;370;contante
5551;3746;273;362;bonifico
5552;391;62;;carta di credito
5553;12955;593;406;bonifico
5554;730;946;469;contante
5555;5065;460;380;bonifico
5556;26555;534;448;bonifico
5557;2255;996;829;bonifico
5558;34025;213;222;assegno
5559;8845;862;981;assegno
5560;13985;153;131;bonifico
5561;1510;752;;carta di credito
5562;25200;368;325;assegno
5563;10895;102;126;bonifico
5564;34334;805;157;assegno
5565;33580;471;78;assegno
5566;20175;786;417;bonifico
5567;31510;558;729;bonifico
5568;10330;130;524;assegno
5569;28260;899;328;bonifico
5570;6325;947;980;bonifico
5571;815;402;;carta di credito
5572;4270;228;981;assegno
5573;8320;133;678;bonifico
5574;3465;394;439;bonifico
5575;17625;259;224;bonifico
5576;25255;215;947;bonifico
5577;285;665;;carta di credito
5578;8520;962;978;bonifico
5579;25110;190;601;bonifico
5580;665;810;;carta di credito
5581;32180;694;232;assegno
5582;140;426;636;contante
5583;23170;973;533;bonifico
5584;23990;1000;329;assegno
5585;260;303;130;contante
5586;328;301;;carta di credito
5587;14805;573;558;bonifico
5588;9970;696;465;assegno
5589;495;179;;carta di credito
5590;445;766;;carta di credito
5591;1725;760;406;assegno
5592;8210;350;1;bonifico
5593;400;767;;carta di credito
5594;38381;917;129;bonifico
5595;27585;861;744;assegno
